year_week,product_name,sales
2025-14,41-526-4036,1069
2025-14,41-538-3129,602
2025-14,41-594-5069,330
2025-14,41-729-5410,846
2025-14,41-735-9837,1250
2025-14,42-134-9798,1218
2025-14,42-141-5718,897
2025-14,42-175-1648,1394
2025-14,42-220-9305,1353
2025-14,42-495-7698,390
2025-14,42-674-3917,999
2025-14,42-879-9478,1413
2025-14,42-887-6557,1293
2025-14,42-907-6946,888
2025-14,43-153-8268,388
2025-14,43-164-5984,1143
2025-14,43-193-9915,1208
2025-14,43-469-7551,335
2025-14,43-670-8544,877
2025-14,43-693-2092,823
2025-14,43-703-9939,1302
2025-14,43-851-9440,706
2025-14,43-893-5408,616
2025-14,43-910-2342,1082
2025-14,44-112-3331,335
2025-14,44-128-2185,843
2025-14,44-305-1866,655
2025-14,44-368-7112,258
2025-14,44-408-7594,389
2025-14,44-476-0390,440
2025-14,44-480-9446,963
2025-14,44-538-3366,1340
2025-14,44-546-5713,289
2025-14,44-552-3909,987
2025-14,44-634-8292,825
2025-14,44-637-5512,651
2025-14,44-782-1395,559
2025-14,45-050-4720,728
2025-14,45-172-7012,380
2025-14,45-194-4094,1279
2025-14,45-250-4679,341
2025-14,45-317-9731,171
2025-14,45-380-4627,387
2025-14,45-402-0421,935
2025-14,45-634-0679,698
2025-14,45-852-2446,419
2025-14,45-992-5653,725
2025-14,46-083-7058,908
2025-14,46-255-3073,768
2025-14,46-415-8633,715
2025-14,46-436-5351,668
2025-14,46-452-9419,469
2025-14,46-496-2930,821
2025-14,46-520-1819,1060
2025-14,46-622-3434,1337
2025-14,46-632-8420,803
2025-14,46-753-8430,1399
2025-14,46-911-1159,854
2025-14,46-931-6897,946
2025-14,47-221-2470,1225
2025-14,47-221-3391,1141
2025-14,47-441-7682,1223
2025-14,47-548-6500,1078
2025-14,47-554-5780,1270
2025-14,47-578-4161,379
2025-14,47-581-0363,1384
2025-14,47-663-5703,1108
2025-14,47-749-3277,353
2025-14,47-802-5023,1116
2025-14,47-843-8207,527
2025-14,47-866-6589,258
2025-14,48-193-1199,542
2025-14,48-242-8445,919
2025-14,48-289-0604,1025
2025-14,48-414-6162,1099
2025-14,48-427-0551,1289
2025-14,48-461-3742,1118
2025-14,48-770-6319,1253
2025-14,48-789-9187,539
2025-14,48-957-6116,1352
2025-14,48-957-8596,1326
2025-14,49-199-6836,717
2025-14,49-311-3063,952
2025-14,49-377-9731,1103
2025-14,49-526-7806,242
2025-14,49-570-8214,1064
2025-14,49-579-4325,184
2025-14,49-730-0159,1394
2025-14,49-861-7823,1052
2025-14,49-891-4927,295
2025-14,49-919-8798,1024
2025-14,50-329-3145,1097
2025-14,50-329-3360,1036
2025-14,50-364-5828,1193
2025-14,50-679-2072,1107
2025-14,50-772-2613,1104
2025-14,50-930-4751,1048
2025-14,50-942-2409,665
2025-14,51-000-8113,486
2025-14,51-069-0489,590
2025-14,51-273-4240,689
2025-14,51-312-8608,1178
2025-14,51-459-5630,131
2025-14,51-462-0747,706
2025-14,51-469-4611,237
2025-14,51-572-5497,716
2025-14,51-583-6029,1628
2025-14,51-761-6320,1355
2025-14,51-934-9117,767
2025-14,52-029-2382,528
2025-14,52-123-8039,569
2025-14,52-392-5312,182
2025-14,52-402-9245,656
2025-14,52-481-5224,481
2025-14,52-797-6961,1380
2025-14,53-008-2419,684
2025-14,53-050-8242,305
2025-14,53-080-8252,619
2025-14,53-146-9979,533
2025-14,53-151-5726,367
2025-14,53-446-8243,472
2025-14,53-667-4109,990
2025-14,53-680-5293,840
2025-14,53-710-7630,584
2025-14,53-805-9523,1315
2025-14,53-930-2215,1266
2025-14,54-109-8062,1020
2025-14,54-281-3746,523
2025-14,54-374-9986,724
2025-14,54-708-7327,1417
2025-14,54-758-4622,686
2025-14,54-822-9009,615
2025-14,54-830-6971,1374
2025-14,55-154-4728,519
2025-14,55-164-7723,1454
2025-14,55-522-8242,1016
2025-14,55-631-7937,1039
2025-14,55-680-0982,781
2025-14,55-697-5242,813
2025-14,55-803-3964,719
2025-14,55-936-2406,1344
2025-14,56-054-8664,726
2025-14,56-191-6497,881
2025-14,56-213-0577,1161
2025-14,56-303-5256,472
2025-14,56-635-6764,397
2025-14,56-657-4387,1269
2025-14,56-668-5370,501
2025-14,56-810-0550,941
2025-14,56-831-6199,1282
2025-14,56-875-3717,1093
2025-14,56-894-3733,1076
2025-14,56-937-8675,1162
2025-14,57-101-0060,696
2025-14,57-167-0669,750
2025-14,57-359-3397,586
2025-14,57-394-1587,1386
2025-14,57-394-4703,1268
2025-14,57-437-1828,1249
2025-14,57-562-2358,1359
2025-14,57-613-5779,578
2025-14,57-763-5501,956
2025-14,57-779-4955,477
2025-14,57-861-4379,951
2025-14,57-903-6434,776
2025-14,58-005-5343,264
2025-14,58-063-8633,583
2025-14,58-122-2282,1579
2025-14,58-182-6781,847
2025-14,58-219-0241,744
2025-14,58-229-1358,232
2025-14,58-946-5152,1014
2025-14,59-075-2457,363
2025-14,59-725-4038,633
2025-14,59-857-6577,1232
2025-14,60-198-7050,389
2025-14,60-285-3783,785
2025-14,60-311-5701,921
2025-14,60-327-4114,760
2025-14,60-343-3288,181
2025-14,60-343-7973,1142
2025-14,60-456-8169,365
2025-14,60-550-4771,332
2025-14,60-632-8752,570
2025-14,60-644-6596,602
2025-14,60-747-8704,852
2025-14,60-771-0879,950
2025-14,60-911-3745,1278
2025-14,61-293-6327,726
2025-14,61-317-9944,893
2025-14,61-582-7399,563
2025-14,61-607-7622,1020
2025-14,61-680-9496,1565
2025-14,61-796-6540,923
2025-14,61-801-8665,1144
2025-14,61-827-4098,327
2025-14,62-100-2245,635
2025-14,62-393-9939,1085
2025-14,62-509-0666,289
2025-14,62-777-6010,1359
2025-14,62-795-7801,390
2025-14,62-816-8794,1388
2025-14,62-998-7250,1374
2025-14,63-162-9244,853
2025-14,63-168-6018,278
2025-14,63-270-7076,748
2025-14,63-822-5278,1275
2025-14,63-874-9747,263
2025-14,63-890-1246,1286
2025-14,63-897-8088,283
2025-14,63-918-8253,162
2025-14,63-936-0145,717
2025-14,63-956-0739,908
2025-14,64-109-7362,1076
2025-14,64-119-7804,1193
2025-14,64-418-8356,1206
2025-14,64-478-4745,530
2025-14,64-493-5270,1207
2025-14,64-854-8664,927
2025-14,65-145-9672,576
2025-14,65-235-7676,1036
2025-14,65-282-0419,1110
2025-14,65-368-2479,261
2025-14,65-464-5070,1277
2025-14,65-527-9488,680
2025-14,65-644-1394,982
2025-14,65-674-6076,1091
2025-14,65-718-0492,975
2025-14,65-759-3721,1169
2025-14,65-780-5622,678
2025-14,65-854-9364,625
2025-14,65-867-4029,1085
2025-14,66-268-8345,170
2025-14,66-312-5511,1462
2025-14,66-327-2821,684
2025-14,66-378-7532,293
2025-14,66-627-9752,1422
2025-14,66-716-8221,763
2025-14,66-806-6051,1114
2025-14,66-854-5736,1340
2025-14,66-993-4234,1057
2025-14,67-025-1245,324
2025-14,67-027-7269,1429
2025-14,67-130-4114,756
2025-14,67-248-6306,558
2025-14,67-270-7464,702
2025-14,67-382-4435,936
2025-14,67-473-7093,409
2025-14,67-512-9754,801
2025-14,67-546-1568,467
2025-14,67-625-9704,1255
2025-14,67-710-5120,1258
2025-14,67-725-6830,992
2025-14,67-984-5368,206
2025-14,68-418-6724,844
2025-14,68-436-1268,1016
2025-14,68-636-4774,275
2025-14,68-732-5919,366
2025-14,68-734-1585,1484
2025-14,68-761-6907,1225
2025-14,68-973-8812,693
2025-14,68-977-2498,308
2025-14,68-977-6854,674
2025-14,69-171-1305,998
2025-14,69-287-9113,1377
2025-14,69-468-5468,879
2025-14,69-561-2496,1176
2025-14,69-578-7930,220
2025-14,69-674-5387,476
2025-14,69-743-0161,755
2025-14,69-834-2874,498
2025-14,69-895-3397,1199
2025-14,70-005-5970,912
2025-14,70-145-2550,928
2025-14,70-149-6756,923
2025-14,70-206-4860,1417
2025-14,70-534-7796,1081
2025-14,70-542-4269,532
2025-14,70-587-1204,1196
2025-14,70-612-2531,810
2025-14,70-815-4015,1210
2025-14,70-854-6891,937
2025-14,70-871-4536,1048
2025-14,71-015-9181,544
2025-14,71-067-3278,1152
2025-14,71-074-6292,1072
2025-14,71-085-4290,1598
2025-14,71-300-2191,229
2025-14,71-436-5841,807
2025-14,71-516-1996,824
2025-14,71-594-6552,341
2025-14,71-631-5875,321
2025-14,71-954-4501,1203
2025-14,71-999-2404,776
2025-14,72-066-4597,1068
2025-14,72-341-1154,1172
2025-14,72-404-5581,1409
2025-14,72-780-6006,358
2025-14,72-810-9753,1450
2025-14,72-970-0239,1110
2025-14,72-989-2512,1225
2025-14,73-010-8323,291
2025-14,73-117-6105,589
2025-14,73-118-1117,1369
2025-14,73-401-5721,1288
2025-14,73-561-2867,1202
2025-14,73-567-6194,898
2025-14,73-751-4393,1345
2025-14,73-874-7534,1094
2025-14,73-942-0508,1217
2025-14,73-997-6251,1373
2025-14,74-132-5528,1037
2025-14,74-181-4135,1379
2025-14,74-234-0628,725
2025-14,74-294-3760,396
2025-14,74-305-1263,855
2025-14,74-404-0582,794
2025-14,74-430-8245,391
2025-14,74-548-9313,771
2025-14,74-562-7431,988
2025-14,74-587-2065,1285
2025-14,74-610-2295,820
2025-14,74-642-2435,805
2025-14,74-666-5671,749
2025-14,74-711-7160,462
2025-14,74-818-3306,1021
2025-14,74-845-3299,505
2025-14,74-943-9034,495
2025-14,75-029-9003,831
2025-14,75-080-4909,1414
2025-14,75-094-1179,1288
2025-14,75-152-8731,991
2025-14,75-672-4378,812
2025-14,75-927-9108,1045
2025-14,76-027-4850,541
2025-14,76-070-1411,911
2025-14,76-090-4411,816
2025-14,76-264-0748,662
2025-14,76-325-9093,1181
2025-14,76-340-4432,964
2025-14,76-401-7083,855
2025-14,76-459-2392,1277
2025-14,76-476-9996,1008
2025-14,76-540-6407,1444
2025-14,76-584-4790,323
2025-14,76-623-7844,844
2025-14,76-854-0095,332
2025-14,76-954-1442,744
2025-14,77-013-1553,965
2025-14,77-224-2227,1130
2025-14,77-312-6317,786
2025-14,77-377-1659,951
2025-14,77-777-4536,1373
2025-14,77-827-0820,414
2025-14,77-937-1108,538
2025-14,77-959-1018,1254
2025-14,78-237-0277,854
2025-14,78-362-8578,603
2025-14,78-614-4402,906
2025-14,78-689-8958,1123
2025-14,78-953-2073,661
2025-14,78-956-4737,718
2025-14,79-136-9840,291
2025-14,79-350-5841,344
2025-14,79-400-6216,1151
2025-14,79-428-8753,783
2025-14,79-494-2472,1044
2025-14,79-569-8856,1356
2025-14,79-741-0770,1331
2025-14,79-884-8810,1006
2025-14,79-920-2395,648
2025-14,80-020-8041,975
2025-14,80-025-6757,1414
2025-14,80-039-1261,1390
2025-14,80-072-8774,1303
2025-14,80-227-6886,728
2025-14,80-334-0215,825
2025-14,80-371-3695,660
2025-14,80-374-5711,253
2025-14,80-375-9075,1101
2025-14,80-441-7249,1397
2025-14,80-459-5950,1188
2025-14,80-658-6456,662
2025-14,80-698-0324,1070
2025-14,80-988-4653,372
2025-14,81-268-5905,458
2025-14,81-354-4203,1323
2025-14,81-573-0943,1143
2025-14,81-578-7404,1293
2025-14,81-605-6246,436
2025-14,81-844-2979,572
2025-14,82-041-7211,1410
2025-14,82-231-4245,1409
2025-14,82-243-3180,836
2025-14,82-342-7339,800
2025-14,82-380-5378,802
2025-14,82-395-5070,1126
2025-14,82-538-4809,786
2025-14,82-678-8097,778
2025-14,82-711-0772,1219
2025-14,82-811-7988,1172
2025-14,82-931-7126,1164
2025-14,82-948-2298,282
2025-14,82-977-7752,967
2025-14,83-108-1174,254
2025-14,83-117-7658,815
2025-14,83-321-7887,708
2025-14,83-400-9746,515
2025-14,83-553-9523,1017
2025-14,83-556-0996,484
2025-14,83-568-3475,1366
2025-14,83-573-4586,689
2025-14,83-625-3618,1090
2025-14,83-704-6367,1243
2025-14,83-716-2177,524
2025-14,83-727-0814,1450
2025-14,83-763-5038,686
2025-14,83-917-7384,867
2025-14,83-966-3280,1033
2025-14,84-075-7647,367
2025-14,84-151-2114,1232
2025-14,84-198-7276,1150
2025-14,84-269-9130,1051
2025-14,84-272-0790,440
2025-14,84-327-7787,1344
2025-14,84-546-7624,1020
2025-14,84-624-0201,686
2025-14,84-629-1532,1465
2025-14,85-207-4164,583
2025-14,85-212-2729,589
2025-14,85-237-3505,1024
2025-14,85-440-3667,827
2025-14,85-510-2915,1415
2025-14,85-561-4694,1521
2025-14,85-781-5386,1313
2025-14,85-806-0613,744
2025-14,85-806-8672,1519
2025-14,85-835-3445,1150
2025-14,86-257-4613,1621
2025-14,86-273-9377,383
2025-14,86-330-0214,971
2025-14,86-482-6451,584
2025-14,86-672-4191,1582
2025-14,86-692-2312,829
2025-14,86-978-6666,235
2025-14,87-013-6488,1390
2025-14,87-097-5691,1309
2025-14,87-104-0187,646
2025-14,87-199-2743,1244
2025-14,87-272-6544,1314
2025-14,87-391-9658,1501
2025-14,87-423-8486,1013
2025-14,87-675-1506,629
2025-14,87-698-0944,980
2025-14,87-762-1317,1323
2025-14,87-791-5803,1101
2025-14,87-903-3486,1227
2025-14,87-997-0228,726
2025-14,88-069-5486,1362
2025-14,88-183-5781,619
2025-14,88-304-2855,1379
2025-14,88-401-3700,793
2025-14,88-408-0310,693
2025-14,88-586-8797,1059
2025-14,88-602-8210,971
2025-14,88-746-9468,1294
2025-14,88-807-8431,1475
2025-14,88-951-9038,994
2025-14,88-977-0175,1139
2025-14,89-181-4523,898
2025-14,89-328-9019,1017
2025-14,89-335-0155,779
2025-14,89-388-3239,870
2025-14,89-543-3456,1147
2025-14,89-602-6755,334
2025-14,89-624-7462,818
2025-14,89-673-1543,1030
2025-14,89-713-6071,1167
2025-14,89-922-4773,1117
2025-14,90-128-7973,1217
2025-14,90-230-9767,705
2025-14,90-303-1821,953
2025-14,90-343-9640,839
2025-14,90-492-0564,785
2025-14,90-737-0044,1066
2025-14,90-773-9557,690
2025-14,90-865-9150,743
2025-14,91-105-7317,1039
2025-14,91-127-7489,308
2025-14,91-257-3672,760
2025-14,91-290-9062,1134
2025-14,91-417-0366,824
2025-14,91-426-3204,1436
2025-14,91-553-1774,709
2025-14,91-848-0606,1100
2025-14,92-152-5820,433
2025-14,92-291-7089,1361
2025-14,92-362-3567,1338
2025-14,92-455-2959,446
2025-14,92-551-8504,694
2025-14,92-652-3737,1140
2025-14,92-791-0606,1188
2025-14,92-837-8839,993
2025-14,92-995-8689,1484
2025-14,93-014-4256,1026
2025-14,93-015-0811,1455
2025-14,93-166-3169,560
2025-14,93-198-5984,546
2025-14,93-218-8108,846
2025-14,93-342-8794,558
2025-14,93-571-7294,248
2025-14,93-682-2069,478
2025-14,93-772-3085,313
2025-14,93-813-2419,943
2025-14,93-815-0565,1264
2025-14,93-966-7754,750
2025-14,94-020-6982,355
2025-14,94-029-2717,1088
2025-14,94-071-2261,995
2025-14,94-092-3355,1416
2025-14,94-190-5193,563
2025-14,94-355-3070,1031
2025-14,94-525-6925,387
2025-14,94-528-8088,864
2025-14,94-598-3383,447
2025-14,94-658-4945,1351
2025-14,94-697-2396,556
2025-14,95-090-2788,539
2025-14,95-130-9020,276
2025-14,95-252-9619,1185
2025-14,95-262-6208,307
2025-14,95-349-0828,447
2025-14,95-354-8583,1095
2025-14,95-356-1566,1364
2025-14,95-357-2870,956
2025-14,95-449-1286,495
2025-14,95-640-0293,362
2025-14,95-738-4658,535
2025-14,96-164-0607,1495
2025-14,96-209-1739,1152
2025-14,96-316-7600,1151
2025-14,96-334-2593,919
2025-14,96-503-7712,415
2025-14,96-682-8546,1370
2025-14,96-774-0457,519
2025-14,96-961-2193,262
2025-14,97-040-3822,1394
2025-14,97-093-4278,1033
2025-14,97-283-4840,372
2025-14,97-300-7511,397
2025-14,97-710-2449,998
2025-14,97-772-2336,680
2025-14,98-064-4465,1086
2025-14,98-148-0940,1181
2025-14,98-235-2711,635
2025-14,98-445-7372,1386
2025-14,98-499-2220,303
2025-14,98-546-7398,481
2025-14,98-556-5323,436
2025-14,98-575-4736,1353
2025-14,98-652-9569,134
2025-14,98-858-6323,1262
2025-14,98-909-9395,324
2025-14,99-033-5661,1466
2025-14,99-048-8310,1405
2025-14,99-137-1730,1353
2025-14,99-194-5600,1875
2025-14,99-420-3592,552
2025-14,99-543-5039,721
2025-14,99-561-4871,1203
2025-14,99-894-4351,1103
2025-14,99-961-0767,327
2025-15,00-119-8780,398
2025-15,00-215-7434,516
2025-15,00-357-2313,1310
2025-15,00-366-9496,1010
2025-15,00-405-7428,1314
2025-15,00-440-9568,1391
2025-15,00-534-9775,363
2025-15,00-641-8691,837
2025-15,00-842-9790,1368
2025-15,00-963-2193,862
2025-15,01-018-6418,1424
2025-15,01-026-2772,709
2025-15,01-050-2246,688
2025-15,01-144-5960,1295
2025-15,01-173-0029,958
2025-15,01-439-6231,760
2025-15,01-703-8441,1354
2025-15,01-820-5784,322
2025-15,01-839-6534,1036
2025-15,01-903-5373,252
2025-15,02-034-6209,290
2025-15,02-085-7218,636
2025-15,02-170-5225,757
2025-15,02-275-6061,232
2025-15,02-484-0206,1272
2025-15,02-508-3777,852
2025-15,02-559-8196,1242
2025-15,02-575-1980,181
2025-15,02-655-3240,185
2025-15,02-888-9412,955
2025-15,02-895-7781,1149
2025-15,02-920-4829,1084
2025-15,02-974-8526,833
2025-15,03-043-9933,947
2025-15,03-061-1344,736
2025-15,03-149-9760,1008
2025-15,03-276-3931,592
2025-15,03-441-4252,244
2025-15,03-597-9488,1189
2025-15,03-833-3577,454
2025-15,03-919-9890,602
2025-15,03-940-0630,1432
2025-15,04-001-1793,983
2025-15,04-038-1547,320
2025-15,04-104-6993,1130
2025-15,04-240-2226,525
2025-15,04-277-5245,668
2025-15,04-293-6969,753
2025-15,04-453-5485,621
2025-15,04-542-3863,493
2025-15,04-637-8815,498
2025-15,04-758-0410,1089
2025-15,05-184-4175,1302
2025-15,05-193-8096,1209
2025-15,05-334-2923,1209
2025-15,05-425-0746,380
2025-15,05-498-7751,776
2025-15,05-720-8792,698
2025-15,05-899-1428,316
2025-15,06-068-6793,706
2025-15,06-336-5482,684
2025-15,06-340-6856,1036
2025-15,06-503-5891,510
2025-15,06-611-5454,1077
2025-15,06-655-5498,1301
2025-15,06-690-2335,1223
2025-15,06-706-6490,1247
2025-15,06-731-2162,638
2025-15,06-797-4963,309
2025-15,06-849-4869,686
2025-15,06-858-5680,357
2025-15,06-955-3428,362
2025-15,06-996-3221,758
2025-15,07-074-1196,1189
2025-15,07-219-8017,1271
2025-15,07-337-9889,549
2025-15,07-389-5740,1151
2025-15,07-617-6934,790
2025-15,07-679-1199,799
2025-15,07-834-3320,1149
2025-15,07-846-4804,797
2025-15,07-858-5487,433
2025-15,07-970-9352,583
2025-15,08-114-3922,438
2025-15,08-196-2703,467
2025-15,08-213-2058,593
2025-15,08-226-5155,1179
2025-15,08-396-2704,882
2025-15,08-495-6853,918
2025-15,08-519-5579,1253
2025-15,08-573-9997,770
2025-15,08-637-9335,526
2025-15,08-703-1382,1247
2025-15,08-725-8156,1294
2025-15,08-940-8578,521
2025-15,08-961-3009,776
2025-15,09-101-1740,591
2025-15,09-286-8107,897
2025-15,09-335-7793,1031
2025-15,09-536-2626,1068
2025-15,09-618-2842,953
2025-15,09-622-7119,1338
2025-15,09-712-3630,243
2025-15,10-002-6494,1331
2025-15,10-034-7654,857
2025-15,10-137-9759,1321
2025-15,10-218-2680,687
2025-15,10-249-7928,557
2025-15,10-255-8579,1306
2025-15,10-378-9729,394
2025-15,10-445-0741,1004
2025-15,10-555-5971,881
2025-15,10-617-7581,189
2025-15,10-626-8536,625
2025-15,10-768-2443,303
2025-15,10-854-5467,1300
2025-15,11-032-9778,1011
2025-15,11-053-0107,1460
2025-15,11-073-0189,1349
2025-15,11-155-7826,428
2025-15,11-316-8405,220
2025-15,11-325-7396,894
2025-15,11-338-4598,589
2025-15,11-581-9869,700
2025-15,11-604-6002,633
2025-15,11-733-1756,866
2025-15,11-745-3025,1002
2025-15,11-766-8738,1214
2025-15,11-815-7923,822
2025-15,11-891-8213,1281
2025-15,11-922-3342,333
2025-15,12-046-2988,938
2025-15,12-093-9863,287
2025-15,12-239-9399,808
2025-15,12-342-4482,651
2025-15,12-439-8428,1313
2025-15,12-714-5135,787
2025-15,12-798-9401,872
2025-15,12-828-1063,278
2025-15,12-998-3882,690
2025-15,13-144-2169,589
2025-15,13-202-4809,1103
2025-15,13-409-9040,152
2025-15,13-673-7016,136
2025-15,13-798-3397,474
2025-15,13-844-2178,1206
2025-15,13-888-0149,194
2025-15,13-900-9016,242
2025-15,13-962-6263,382
2025-15,13-980-8804,337
2025-15,14-115-8371,455
2025-15,14-305-5348,839
2025-15,14-305-9690,165
2025-15,14-331-3739,837
2025-15,14-489-8669,1157
2025-15,14-521-4167,459
2025-15,14-550-2152,1213
2025-15,14-681-7035,985
2025-15,14-836-2894,1285
2025-15,14-844-4138,617
2025-15,15-045-8444,954
2025-15,15-082-9124,763
2025-15,15-144-9413,555
2025-15,15-169-8058,1220
2025-15,15-240-6267,476
2025-15,15-562-3712,889
2025-15,15-679-3935,914
2025-15,15-762-1058,303
2025-15,15-796-3130,170
2025-15,15-797-4824,1133
2025-15,15-846-7959,1008
2025-15,15-884-7413,243
2025-15,15-905-7750,1006
2025-15,15-907-3681,548
2025-15,16-187-5729,1370
2025-15,16-354-8122,594
2025-15,16-380-0753,1198
2025-15,16-499-5059,652
2025-15,16-632-1308,466
2025-15,17-002-4721,1361
2025-15,17-022-9721,746
2025-15,17-236-0566,1049
2025-15,17-253-5688,443
2025-15,17-265-1899,558
2025-15,17-274-6898,1435
2025-15,17-395-1121,698
2025-15,17-493-4579,833
2025-15,17-504-3699,652
2025-15,17-647-0503,1247
2025-15,18-107-7886,573
2025-15,18-199-5799,1254
2025-15,18-278-2383,1214
2025-15,19-021-5024,847
2025-15,19-047-4239,165
2025-15,19-112-1616,242
2025-15,19-214-5762,477
2025-15,19-244-9890,677
2025-15,19-323-0506,513
2025-15,19-377-5021,616
2025-15,19-610-2236,1348
2025-15,19-672-8982,1134
2025-15,19-854-3663,1154
2025-15,19-967-0632,1063
2025-15,20-022-3173,1001
2025-15,20-031-0532,786
2025-15,20-054-3716,934
2025-15,20-225-3930,1143
2025-15,20-283-0111,547
2025-15,20-325-1965,900
2025-15,20-387-7746,297
2025-15,20-405-4865,1040
2025-15,20-448-2972,753
2025-15,21-013-3508,1347
2025-15,21-120-6238,1124
2025-15,21-252-1360,888
2025-15,21-633-8696,920
2025-15,21-650-9319,235
2025-15,21-693-8216,436
2025-15,21-718-6746,387
2025-15,21-809-7115,676
2025-15,21-816-1004,617
2025-15,21-890-2826,1166
2025-15,21-993-5632,674
2025-15,22-083-3347,336
2025-15,22-141-9798,772
2025-15,22-266-9291,133
2025-15,22-319-1377,1142
2025-15,22-329-7791,841
2025-15,22-621-2774,1522
2025-15,22-760-4605,459
2025-15,22-778-3553,1058
2025-15,22-849-2551,839
2025-15,22-895-6595,1271
2025-15,23-070-2433,417
2025-15,23-265-8144,517
2025-15,23-395-3157,576
2025-15,24-009-1208,1332
2025-15,24-143-4957,1373
2025-15,24-228-6840,760
2025-15,24-310-9184,519
2025-15,24-364-3341,1164
2025-15,24-478-8277,512
2025-15,24-571-1080,936
2025-15,24-579-6500,825
2025-15,24-972-6969,1036
2025-15,24-975-4231,554
2025-15,24-986-5091,792
2025-15,24-989-3302,313
2025-15,25-010-9478,1111
2025-15,25-349-7974,342
2025-15,25-353-2067,369
2025-15,25-522-6043,263
2025-15,25-911-7736,867
2025-15,26-000-1012,1081
2025-15,26-010-9519,1071
2025-15,26-031-8070,473
2025-15,26-134-9069,468
2025-15,26-161-6692,463
2025-15,26-177-5690,257
2025-15,26-456-1992,805
2025-15,26-535-4727,246
2025-15,26-629-5920,621
2025-15,26-690-3784,895
2025-15,26-799-3714,445
2025-15,27-216-9671,1356
2025-15,27-262-2437,228
2025-15,27-269-5260,1045
2025-15,27-387-0428,725
2025-15,27-389-3529,238
2025-15,27-442-3654,1380
2025-15,27-459-0724,1057
2025-15,27-474-0056,1059
2025-15,27-495-1912,976
2025-15,27-635-8394,755
2025-15,27-681-5588,233
2025-15,27-757-4489,1103
2025-15,27-783-5470,1459
2025-15,27-881-1177,589
2025-15,28-003-8065,1135
2025-15,28-008-2951,872
2025-15,28-044-4102,1171
2025-15,28-107-4953,206
2025-15,28-146-2641,748
2025-15,28-185-7303,726
2025-15,28-197-9246,605
2025-15,28-275-5901,971
2025-15,28-433-8533,485
2025-15,28-505-8317,1036
2025-15,28-608-0039,417
2025-15,28-824-9017,1103
2025-15,28-840-6096,1068
2025-15,28-956-1320,672
2025-15,28-968-4195,1394
2025-15,28-986-8001,955
2025-15,29-017-6255,978
2025-15,29-092-3453,275
2025-15,29-135-0791,1379
2025-15,29-205-1132,918
2025-15,29-344-3658,408
2025-15,29-377-7040,1276
2025-15,29-436-6570,468
2025-15,29-592-7315,1459
2025-15,29-741-8132,925
2025-15,29-756-7042,1384
2025-15,29-823-6004,589
2025-15,29-875-6900,854
2025-15,29-896-7926,821
2025-15,30-429-2162,1271
2025-15,30-591-7275,991
2025-15,30-806-3823,1036
2025-15,30-832-5429,285
2025-15,30-964-2694,876
2025-15,30-996-2526,1387
2025-15,31-157-1822,649
2025-15,31-211-5803,1180
2025-15,31-255-9616,719
2025-15,31-387-5020,700
2025-15,31-403-6234,597
2025-15,31-608-1445,452
2025-15,31-627-6025,1072
2025-15,31-745-6850,377
2025-15,31-746-4951,737
2025-15,31-803-5001,216
2025-15,31-969-4614,1083
2025-15,32-261-0008,519
2025-15,32-270-1385,1234
2025-15,32-676-1026,611
2025-15,32-933-0329,361
2025-15,32-987-5559,372
2025-15,33-335-9140,612
2025-15,33-378-1365,738
2025-15,33-440-2588,1067
2025-15,33-507-9886,1381
2025-15,33-670-6797,777
2025-15,33-807-7247,616
2025-15,34-075-0371,868
2025-15,34-086-3222,194
2025-15,34-110-1040,751
2025-15,34-131-8805,294
2025-15,34-291-4939,1332
2025-15,34-369-7712,736
2025-15,34-538-1180,355
2025-15,34-547-0827,234
2025-15,34-709-9237,1530
2025-15,34-861-4446,363
2025-15,34-928-2775,296
2025-15,35-031-1497,1265
2025-15,35-257-9312,252
2025-15,35-299-0889,1252
2025-15,35-328-8392,1253
2025-15,35-353-4068,993
2025-15,35-529-2933,1045
2025-15,35-617-3857,1295
2025-15,35-621-2546,1149
2025-15,35-835-5591,1126
2025-15,35-836-6718,617
2025-15,36-127-4273,1401
2025-15,36-177-0573,978
2025-15,36-296-9609,1405
2025-15,36-330-5036,1110
2025-15,36-372-2295,1391
2025-15,36-383-3677,847
2025-15,36-531-4087,1111
2025-15,36-636-4873,1028
2025-15,36-679-4670,1162
2025-15,36-840-2728,923
2025-15,36-899-5324,1322
2025-15,36-918-2937,1036
2025-15,37-064-7275,1136
2025-15,37-246-0018,559
2025-15,37-248-6266,1489
2025-15,37-567-3218,181
2025-15,37-606-0510,1251
2025-15,37-610-1999,940
2025-15,37-666-3902,1377
2025-15,37-709-3532,670
2025-15,38-049-9319,528
2025-15,38-296-6634,446
2025-15,38-390-2115,750
2025-15,38-417-4656,1306
2025-15,38-555-9147,1258
2025-15,38-617-7226,805
2025-15,38-655-2312,1023
2025-15,38-664-2155,1301
2025-15,38-732-7667,931
2025-15,38-822-8005,1095
2025-15,38-924-3007,1279
2025-15,39-192-3521,1197
2025-15,39-232-5341,544
2025-15,39-315-3936,206
2025-15,39-358-3340,255
2025-15,39-449-0772,599
2025-15,39-479-5147,1136
2025-15,39-629-5554,1194
2025-15,39-768-8205,342
2025-15,39-810-2042,1099
2025-15,39-913-2999,723
2025-15,40-003-7322,756
2025-15,40-021-2400,292
